1 15393 0 1362009600 5
2314 18169 0 1362009600 5
2313 18168 0 1362009600 5
39 16729 0 1362009600 5
2312 18167 0 1362009600 5
2311 18166 0 1362009600 3
992 18165 0 1362009600 5
2310 18164 0 1362009600 2
930 18170 0 1362009600 4
2309 15623 0 1362009600 5
175 18156 0 1362009600 5
1 18162 0 1362009600 5
2308 18161 0 1362009600 4
1333 18160 0 1362009600 5
519 18159 0 1362009600 5
2307 18158 0 1362009600 5
2306 18157 0 1362009600 5
60 18163 0 1362009600 5
96 18156 0 1362009600 5
2315 18171 0 1362009600 5
2279 18173 0 1362009600 5
2321 18183 0 1362009600 4
2320 17615 0 1362009600 5
2319 18182 0 1362009600 5
2137 18178 0 1362009600 2
2318 18181 0 1362009600 5
2133 18178 0 1362009600 5
42 18178 0 1362009600 5
41 18172 0 1362009600 4
125 18180 0 1362009600 4
2143 18178 0 1362009600 5
2171 18178 0 1362009600 5
2316 15623 0 1362009600 5
403 18177 0 1362009600 5
424 18176 0 1362009600 3
1498 18175 0 1362009600 5
1397 18174 0 1362009600 5
2317 18179 0 1362009600 5
2305 18155 0 1362009600 1
2304 18154 0 1362009600 5
2303 18021 0 1362009600 5
2289 18138 0 1362009600 5
1723 18112 0 1362009600 5
1724 18112 0 1362009600 5
2288 18104 0 1362009600 5
2287 18137 0 1362009600 4
1391 18136 0 1362009600 5
2286 18135 0 1362009600 5
817 18139 0 1362009600 2
2285 18134 0 1362009600 4
1540 18132 0 1362009600 5
2283 18131 0 1362009600 4
2141 18130 0 1362009600 3
230 18129 0 1362009600 4
2282 18121 0 1362009600 4
2281 18121 0 1362009600 5
1695 18128 0 1362009600 5
2284 18133 0 1362009600 5
2290 18021 0 1362009600 4
2291 18140 0 1362009600 4
2292 18141 0 1362009600 5
2302 18021 0 1362009600 5
2242 18021 0 1362009600 3
2301 18153 0 1362009600 5
2300 18068 0 1362009600 3
2299 18152 0 1362009600 5
2298 18151 0 1362009600 5
2297 18150 0 1362009600 5
264 17442 0 1362009600 5
2296 18149 0 1362009600 5
2295 18148 0 1362009600 5
246 18147 0 1362009600 1
2294 18146 0 1362009600 5
1190 18145 0 1362009600 5
1388 18143 0 1362009600 5
1678 18144 0 1362009600 4
96 18143 0 1362009600 5
2293 18142 0 1362009600 5
19 18184 0 1362009600 5
2322 18185 0 1362009600 5
2323 18186 0 1362009600 5
2324 18187 0 1362009600 4
324 18229 0 1362009600 1
548 18231 0 1362009600 4
1091 18230 0 1362009600 5
354 18229 0 1362009600 5
294 18228 0 1362009600 5
2317 18228 0 1362009600 5
2334 18227 0 1362009600 3
368 18229 0 1362009600 4
2354 18226 0 1362009600 3
631 18224 0 1362009600 3
2353 18223 0 1362009600 5
5 18222 0 1362009600 1
2352 17057 0 1362009600 5
2351 18221 0 1362009600 3
2350 18220 0 1362009600 4
1726 18219 0 1362009600 4
1108 18225 0 1362009600 5
381 18232 0 1362009600 5
945 18233 0 1362009600 5
2355 18234 0 1362009600 5
2364 18247 0 1362009600 5
169 18246 0 1362009600 4
2363 18245 0 1362009600 5
89 18036 0 1362009600 5
2362 18244 0 1362009600 2
398 18243 0 1362009600 5
1698 18242 0 1362009600 5
2361 18241 0 1362009600 5
28 17315 0 1362009600 1
2360 18240 0 1362009600 5
77 18239 0 1362009600 4
2359 18186 0 1362009600 5
60 18238 0 1362009600 5
2128 18237 0 1362009600 5
2358 18224 0 1362009600 5
2357 18236 0 1362009600 4
2356 18235 0 1362009600 3
280 18218 0 1362009600 5
2280 18121 0 1362009600 5
57 18200 0 1362009600 5
2348 18217 0 1362009600 5
2336 18198 0 1362009600 5
349 18197 0 1362009600 5
2335 18196 0 1362009600 4
336 18195 0 1362009600 4
328 18195 0 1362009600 3
2334 18194 0 1362009600 4
2333 18194 0 1362009600 5
1090 18199 0 1362009600 5
2332 18193 0 1362009600 4
2330 18192 0 1362009600 5
2329 18182 0 1362009600 4
2328 18191 0 1362009600 4
39 17458 0 1362009600 5
2327 18190 0 1362009600 5
2326 18189 0 1362009600 3
2325 18188 0 1362009600 5
2331 17057 0 1362009600 5
42 18200 0 1362009600 5
