1 20786 0 1412006400 5 1
2 20787 0 1412006400 5 1
3 20788 0 1412006400 5 1
4 20789 0 1412006400 5 1
5 20790 0 1412006400 4 1
6 20791 0 1412006400 2 1
7 20792 0 1412006400 5 1
8 20792 0 1412006400 5 1
9 20793 0 1412006400 3 -1
178 20942 0 1412092800 5 1
151 20941 0 1412092800 3 1
177 20940 0 1412092800 5 1
176 20939 0 1412092800 4 1
175 20938 0 1412092800 5 1
174 20933 0 1412092800 4 1
169 20935 0 1412092800 5 1
172 20930 0 1412092800 5 1
171 20820 0 1412092800 4 -1
170 20936 0 1412092800 4 1
179 20943 0 1412092800 5 1
159 20934 0 1412092800 5 1
168 20933 0 1412092800 4 1
173 20937 0 1412092800 5 1
180 20944 0 1412092800 4 1
184 20847 0 1412092800 4 -1
182 20946 0 1412092800 4 1
183 20947 0 1412092800 5 1
16 20830 0 1412092800 3 1
185 20909 0 1412092800 1 -1
186 20788 0 1412092800 4 1
187 20909 0 1412092800 1 -1
188 20902 0 1412092800 4 1
189 20948 0 1412092800 5 1
190 20912 0 1412092800 4 1
191 20878 0 1412092800 5 1
192 20949 0 1412092800 5 1
193 20878 0 1412092800 1 1
194 20950 0 1412092800 5 1
196 20951 0 1412092800 2 1
181 20945 0 1412092800 5 1
78 20932 0 1412092800 3 -1
163 20927 0 1412092800 4 1
166 20930 0 1412092800 5 1
72 20907 0 1412092800 4 1
140 20908 0 1412092800 5 1
141 20902 0 1412092800 5 1
142 20908 0 1412092800 2 1
143 20902 0 1412092800 4 1
144 20909 0 1412092800 1 -1
129 20910 0 1412092800 4 -1
145 20911 0 1412092800 5 1
146 20912 0 1412092800 4 -1
147 20913 0 1412092800 3 1
148 20914 0 1412092800 3 1
149 20915 0 1412092800 5 1
150 20916 0 1412092800 3 1
151 20916 0 1412092800 4 1
152 20917 0 1412092800 4 1
89 20916 0 1412092800 3 1
16 20918 0 1412092800 4 1
165 20929 0 1412092800 5 1
164 20928 0 1412092800 4 1
166 20952 0 1412092800 4 1
162 20902 0 1412092800 2 1
161 20926 0 1412092800 4 1
160 20925 0 1412092800 5 1
167 20931 0 1412092800 4 -1
159 20924 0 1412092800 3 1
157 20923 0 1412092800 5 1
124 20922 0 1412092800 4 1
